step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
8,CASH_OUT,494794.15,C882447078,319352.19,0.0,C1508456612,7901653.9,8510493.07,0,0
11,PAYMENT,801.76,C62984496,11112.0,10310.24,M1204917004,0.0,0.0,0,0
8,PAYMENT,3419.12,C315605141,99957.15,96538.02,M1954134798,0.0,0.0,0,0
15,CASH_IN,320020.33,C2075905668,1521.0,321541.33,C1039411368,967504.17,647483.84,0,0
13,CASH_OUT,109347.05,C637988951,387758.21,278411.16,C1580341519,460432.14,903051.51,0,0
17,CASH_OUT,42782.7,C706988581,42157.0,0.0,C928196167,20087.0,0.0,0,0
10,PAYMENT,27961.72,C491550743,0.0,0.0,M1629929082,0.0,0.0,0,0
13,PAYMENT,14919.4,C102841826,0.0,0.0,M1518729766,0.0,0.0,0,0
13,CASH_OUT,340787.43,C1448670522,17718.0,0.0,C1334186339,25223.0,48346.53,0,0
12,CASH_OUT,325045.07,C1148241319,0.0,0.0,C964931693,1049665.54,1374710.61,0,0
9,CASH_OUT,9595.16,C837189986,267299.46,257704.31,C2106061905,33292.0,230658.92,0,0
13,CASH_OUT,321942.15,C96618438,0.0,0.0,C2146366450,2426995.24,2748937.39,0,0
14,CASH_IN,320024.67,C526801311,3115519.51,3435544.18,C1974554596,1845592.62,1202122.96,0,0
12,CASH_IN,83445.36,C1632896422,3641323.47,3724768.83,C429341638,4048406.88,4043504.02,0,0
16,CASH_IN,135143.38,C1250024558,7009.0,142152.38,C1751252982,0.0,0.0,0,0
16,CASH_IN,289509.34,C353988298,1318.0,290827.34,C729616090,49976.46,470165.73,0,0
17,CASH_IN,234858.52,C507794052,82474.91,317333.43,C725784351,0.0,0.0,0,0
10,CASH_IN,94941.48,C30559487,122913.79,217855.27,C432951450,382295.62,287354.14,0,0
17,CASH_IN,28337.98,C1552051358,2282712.83,2311050.8,C37731659,272603.5,244265.53,0,0
14,CASH_OUT,117913.83,C30688674,128838.0,10924.17,C1074822163,0.0,540891.05,0,0
8,CASH_OUT,405080.04,C229802198,12270.17,0.0,C1820852843,0.0,406810.11,0,0
13,TRANSFER,78444.36,C612976365,0.0,0.0,C1228740260,729983.75,808428.11,0,0
10,PAYMENT,8975.44,C2078848736,261.0,0.0,M1702114970,0.0,0.0,0,0
18,CASH_IN,92974.64,C386879380,1753900.49,1846875.13,C250322752,2319726.75,2226752.11,0,0
14,CASH_IN,26449.14,C2120046856,27372498.2,27398947.34,C1955480363,880004.69,1351600.15,0,0
9,PAYMENT,3503.79,C1741175523,55068.96,51565.17,M1434223870,0.0,0.0,0,0
11,CASH_IN,228530.25,C907962078,429.0,228959.25,C485317794,0.0,0.0,0,0
16,CASH_OUT,208170.11,C1259272454,5728.0,0.0,C1915341581,1813678.02,2021848.13,0,0
18,CASH_OUT,65994.78,C1875895575,0.0,0.0,C1013031913,7819156.13,7885150.91,0,0
10,CASH_IN,127060.09,C554674396,7595577.14,7722637.23,C1506865483,131071.51,11437.6,0,0
17,PAYMENT,9077.44,C2602052,0.0,0.0,M1138522914,0.0,0.0,0,0
18,CASH_IN,286501.87,C1752786284,29720.0,316221.87,C898092839,2051063.49,1764561.62,0,0
14,TRANSFER,399217.33,C1715950168,11332.0,0.0,C356500145,1128136.24,2144321.05,0,0
11,CASH_OUT,203380.2,C848738121,0.0,0.0,C308411778,318459.75,337495.12,0,0
14,CASH_IN,158092.54,C1766533233,5269595.55,5427688.1,C348009722,226905.93,40083.12,0,0
11,PAYMENT,17535.74,C837005415,0.0,0.0,M188028571,0.0,0.0,0,0
16,CASH_OUT,210702.64,C424389204,0.0,0.0,C414892607,2428469.83,2639172.47,0,0
11,CASH_OUT,658775.61,C1421871335,0.0,0.0,C510956085,902186.71,1375423.21,0,0
17,CASH_OUT,4286.78,C752754378,0.0,0.0,C1982912799,212162.77,216449.56,0,0
14,CASH_OUT,143032.0,C465166521,143032.0,0.0,C487776685,814654.61,1020323.73,1,0
10,CASH_OUT,386079.64,C847957841,11216.0,0.0,C90026948,0.0,283960.44,0,0
10,PAYMENT,4553.87,C1284207850,142.0,0.0,M1208270743,0.0,0.0,0,0
15,PAYMENT,1871.73,C1458995296,0.0,0.0,M975754912,0.0,0.0,0,0
16,CASH_IN,162081.77,C1715036605,1164177.71,1326259.48,C32879787,794249.43,632167.66,0,0
9,PAYMENT,12350.68,C8293872,209041.47,196690.8,M213560541,0.0,0.0,0,0
16,CASH_IN,197753.48,C397323395,4783467.3,4981220.78,C1083142315,6042796.11,5980669.28,0,0
8,CASH_OUT,362731.24,C1199187489,0.0,0.0,C660101474,1348729.09,1549746.57,0,0
14,PAYMENT,7429.53,C2037664016,48126.78,40697.24,M1088693530,0.0,0.0,0,0
17,PAYMENT,9633.18,C1311578766,52579.03,42945.85,M24121524,0.0,0.0,0,0
14,TRANSFER,19365.16,C662193789,0.0,0.0,C1890670537,21164.0,0.0,0,0
13,TRANSFER,925048.53,C2061817681,0.0,0.0,C841788827,1914655.25,2398131.16,0,0
10,PAYMENT,19142.78,C719496466,482689.66,463546.89,M235755617,0.0,0.0,0,0
15,CASH_OUT,90301.88,C164661237,1570.0,0.0,C1825132465,0.0,90301.88,0,0
18,CASH_OUT,41197.51,C811310261,22225.0,0.0,C745043193,457114.81,498312.32,0,0
17,CASH_OUT,5923.1,C1528727617,206143.0,200219.9,C2116772232,61233.38,67156.48,0,0
17,PAYMENT,7618.96,C376698930,253333.31,245714.34,M728337683,0.0,0.0,0,0
9,CASH_IN,189390.19,C929842024,15368716.06,15558106.25,C1627965794,2747730.16,2559402.53,0,0
9,CASH_OUT,135073.57,C1171153593,0.0,0.0,C1489406543,451907.61,586981.18,0,0
13,CASH_OUT,67409.79,C1701247756,0.0,0.0,C454761507,257953.34,438843.69,0,0
14,PAYMENT,19947.75,C150767573,0.0,0.0,M1900421858,0.0,0.0,0,0
16,CASH_IN,85295.6,C796529660,1724526.78,1809822.38,C2094741290,6313101.43,9152082.62,0,0
17,TRANSFER,666737.66,C76023115,0.0,0.0,C1296962409,720415.2,1387152.86,0,0
9,CASH_OUT,57885.95,C2098543967,0.0,0.0,C1680684273,297434.83,605833.5,0,0
14,PAYMENT,6624.46,C865512057,0.0,0.0,M2022550273,0.0,0.0,0,0
9,CASH_IN,117490.31,C247844202,10201713.79,10319204.1,C1744437631,189205.76,5448.69,0,0
11,PAYMENT,5655.1,C190705114,115463.0,109807.9,M365635125,0.0,0.0,0,0
10,CASH_OUT,404787.28,C865324469,32448.0,0.0,C965476669,1485.0,413962.81,0,0
14,CASH_IN,412267.25,C606216756,6273501.3,6685768.55,C453898501,1328261.47,1150917.68,0,0
17,CASH_OUT,105717.18,C1748878508,0.0,0.0,C1610505085,5235485.47,5341202.64,0,0
13,CASH_IN,291972.4,C525314803,36348.0,328320.4,C1106734744,608600.53,316628.13,0,0
9,PAYMENT,24821.52,C411003277,158299.61,133478.09,M14251830,0.0,0.0,0,0
10,PAYMENT,10881.54,C581764807,0.0,0.0,M1646526552,0.0,0.0,0,0
8,PAYMENT,10254.83,C1475235815,60592.0,50337.17,M1607404085,0.0,0.0,0,0
16,CASH_OUT,220411.73,C516109320,581528.79,361117.06,C1499819931,1330924.73,1551336.46,0,0
12,PAYMENT,22161.38,C1761653789,5034.0,0.0,M1036686468,0.0,0.0,0,0
14,CASH_IN,111057.62,C25522144,10124232.52,10235290.13,C1854820399,1407801.64,1548030.89,0,0
9,CASH_OUT,266471.04,C1922873828,0.0,0.0,C1894207825,1778489.65,2761663.84,0,0
12,PAYMENT,19869.06,C1116414016,22377.0,2507.94,M1322374974,0.0,0.0,0,0
10,CASH_OUT,178179.06,C884809708,0.0,0.0,C523344491,61309.0,284598.62,0,0
9,PAYMENT,9879.49,C1385144595,30947.0,21067.51,M1429424462,0.0,0.0,0,0
16,CASH_OUT,264238.03,C1823361679,184.0,0.0,C1192446625,4379795.12,4647624.83,0,0
18,PAYMENT,22850.32,C1212460233,2593.0,0.0,M1501979216,0.0,0.0,0,0
11,PAYMENT,17852.54,C461754326,20102.0,2249.46,M1793688074,0.0,0.0,0,0
12,CASH_OUT,143184.98,C274513010,0.0,0.0,C247934335,737771.62,839695.11,0,0
13,CASH_IN,261917.88,C93150586,695714.0,957631.88,C1053160861,4275502.98,4109771.79,0,0
10,PAYMENT,7805.98,C941409660,274035.27,266229.29,M11101681,0.0,0.0,0,0
15,CASH_OUT,293667.73,C1312323123,0.0,0.0,C978470049,2239778.96,2533446.69,0,0
10,PAYMENT,656.67,C1141808841,449293.87,448637.19,M1971546078,0.0,0.0,0,0
15,CASH_OUT,55237.35,C2007705523,0.0,0.0,C2043235731,291348.24,436952.83,0,0
11,CASH_OUT,12787.85,C805032678,0.0,0.0,C1738994372,1115947.29,1128735.14,0,0
11,CASH_OUT,392857.38,C1252925286,0.0,0.0,C1921483039,3445064.59,3837921.97,0,0
13,CASH_IN,292957.07,C484220550,7547177.73,7840134.8,C2072682147,567276.04,274318.97,0,0
9,TRANSFER,635357.59,C13789261,0.0,0.0,C448155494,3122620.44,3757978.04,0,0
10,CASH_IN,258808.21,C280706938,4754487.11,5013295.32,C1449687458,850005.18,1260093.78,0,0
9,PAYMENT,5107.22,C1894650946,79527.0,74419.78,M1178057555,0.0,0.0,0,0
10,PAYMENT,6108.96,C686369109,37144.5,31035.54,M150440321,0.0,0.0,0,0
1,PAYMENT,3735.16,C45643137,672.0,0.0,M1715686600,0.0,0.0,0,0
14,PAYMENT,50.19,C1373544088,0.0,0.0,M283582271,0.0,0.0,0,0
12,PAYMENT,8677.32,C414564358,41694.59,33017.27,M1751878576,0.0,0.0,0,0
15,PAYMENT,5467.92,C83230359,711035.79,705567.87,M328628095,0.0,0.0,0,0
14,CASH_OUT,530487.27,C741487803,0.0,0.0,C1139004975,530741.9,1605748.78,0,0
15,CASH_OUT,33726.09,C1748878555,634673.68,600947.6,C482045746,1423824.73,1096081.55,0,0
14,PAYMENT,4389.34,C219878082,142563.55,138174.21,M1929484229,0.0,0.0,0,0
14,PAYMENT,20465.5,C874337850,0.0,0.0,M331013858,0.0,0.0,0,0
11,CASH_OUT,89430.71,C1616027737,492276.0,402845.29,C730469230,457125.81,318169.02,0,0
12,PAYMENT,1726.05,C1548642871,109762.0,108035.95,M289480134,0.0,0.0,0,0
10,TRANSFER,1815484.98,C215949927,64190.5,0.0,C1416152350,2693300.78,5035242.03,0,0
16,CASH_OUT,230190.87,C1032627689,21134.0,0.0,C1340802423,0.0,230190.87,0,0
11,CASH_OUT,627921.14,C358561028,25951.0,0.0,C1778300121,6901245.86,7392850.64,0,0
13,CASH_IN,351225.15,C638980006,7035.0,358260.15,C2095263022,2638353.86,2388801.5,0,0
13,CASH_OUT,194065.46,C739179372,51875.0,0.0,C310152052,0.0,433921.45,0,0
11,CASH_OUT,208637.9,C870865201,1700.0,0.0,C1596289722,1641407.94,1084440.59,0,0
15,PAYMENT,19055.36,C205841571,598684.8,579629.44,M697155120,0.0,0.0,0,0
16,PAYMENT,10418.56,C483808071,21849.0,11430.44,M1986402393,0.0,0.0,0,0
15,CASH_OUT,76557.11,C388131556,0.0,0.0,C289434098,265521.89,342079.0,0,0
9,CASH_OUT,410286.63,C535404874,5056.0,0.0,C1616253157,3770.33,414056.97,0,0
14,TRANSFER,242067.01,C78796439,0.0,0.0,C778731861,1308720.07,1550787.08,0,0
11,CASH_IN,126898.98,C2140256934,1888680.79,2015579.77,C448836837,136076.95,9177.98,0,0
12,CASH_OUT,170879.09,C315466694,0.0,0.0,C961341325,831571.47,922690.97,0,0
15,PAYMENT,17723.3,C698919199,0.0,0.0,M980438258,0.0,0.0,0,0
12,CASH_OUT,47892.71,C6121870,54532.0,6639.29,C1335427656,707986.88,755879.59,0,0
13,CASH_IN,265642.63,C1531396240,21550.0,287192.63,C397835593,0.0,0.0,0,0
17,CASH_OUT,135810.58,C425978226,0.0,0.0,C967483199,836668.13,972478.71,0,0
8,CASH_IN,385087.27,C40891432,11535828.08,11920915.34,C151400576,1471388.61,1276550.33,0,0
15,PAYMENT,1592.39,C30667784,510503.32,508910.92,M2082758323,0.0,0.0,0,0
11,PAYMENT,8993.95,C1183180059,0.0,0.0,M134373420,0.0,0.0,0,0
10,CASH_OUT,118099.08,C604244228,0.0,0.0,C210060522,307049.07,53390.66,0,0
14,PAYMENT,21642.92,C1409904065,17904.95,0.0,M218238464,0.0,0.0,0,0
16,CASH_IN,82772.91,C986375004,10981.0,93753.91,C1429874577,135566.48,52793.57,0,0
12,CASH_OUT,221270.08,C1260905536,0.0,0.0,C605501948,318584.31,539854.39,0,0
9,CASH_OUT,200839.75,C1443045281,268.0,0.0,C1170794006,0.0,200839.75,0,0
16,PAYMENT,2752.52,C2135271793,0.0,0.0,M2099561336,0.0,0.0,0,0
18,CASH_IN,273652.87,C2118065433,618.0,274270.87,C166361708,2079093.39,1805440.52,0,0
8,CASH_OUT,237684.5,C142174132,0.0,0.0,C1357984916,947931.83,1185616.33,0,0
17,CASH_IN,412649.16,C198723287,21261.0,433910.16,C1370736255,10129.0,0.0,0,0
14,PAYMENT,17431.2,C791934372,31012.0,13580.8,M1097351284,0.0,0.0,0,0
18,CASH_IN,49141.83,C782502187,5075921.8,5125063.63,C1349402229,1794808.0,1745666.17,0,0
10,CASH_OUT,98881.22,C673060929,10441.0,0.0,C323635473,380749.53,479630.74,0,0
7,TRANSFER,445189.67,C1693561595,2073.0,0.0,C2006081398,5850.0,1092234.24,0,0
14,CASH_IN,53445.13,C1283003733,11900074.53,11953519.66,C1581613896,822144.56,768699.44,0,0
17,CASH_OUT,62994.31,C374618608,0.0,0.0,C1635057504,321892.91,384887.21,0,0
10,CASH_IN,32716.28,C104404826,195607.15,228323.43,C269560727,9691.0,0.0,0,0
15,CASH_IN,143996.08,C771429423,3088457.59,3232453.67,C345229207,3543097.9,3399101.82,0,0
17,CASH_OUT,111144.8,C2009840840,0.0,0.0,C751293062,1315536.89,1426681.69,0,0
12,PAYMENT,13394.08,C1888397249,32923.94,19529.85,M935528216,0.0,0.0,0,0
13,CASH_OUT,356622.26,C1540043310,0.0,0.0,C524617900,10726461.4,11346916.62,0,0
16,CASH_IN,201307.1,C217246046,1341319.85,1542626.96,C1738294458,1098656.1,897349.0,0,0
14,PAYMENT,8108.88,C1504882882,0.0,0.0,M925949187,0.0,0.0,0,0
12,CASH_OUT,125606.9,C359200310,4604.79,0.0,C956767569,1460306.62,1645345.0,0,0
14,CASH_OUT,257523.87,C528868260,176.0,0.0,C1840141416,159262.93,177699.38,0,0
14,CASH_OUT,476018.64,C392577020,0.0,0.0,C1567038734,3910902.18,4908927.17,0,0
10,CASH_OUT,41030.77,C636642957,0.0,0.0,C328818786,63842.0,108332.52,0,0
11,PAYMENT,12200.48,C1932358566,11589.0,0.0,M1615505817,0.0,0.0,0,0
11,PAYMENT,3663.73,C968638989,0.0,0.0,M1943678922,0.0,0.0,0,0
15,CASH_IN,20519.88,C77621145,5911.0,26430.88,C1656756667,38794.35,18274.47,0,0
15,PAYMENT,26319.33,C356082120,0.0,0.0,M1862364330,0.0,0.0,0,0
17,PAYMENT,1172.12,C547920392,0.0,0.0,M893810523,0.0,0.0,0,0
13,PAYMENT,66627.38,C1303627163,92841.0,26213.62,M386430943,0.0,0.0,0,0
14,CASH_OUT,20444.08,C94199591,0.0,0.0,C66276216,11965098.87,11985542.96,0,0
12,CASH_OUT,84271.05,C908393332,20207.0,0.0,C2091248200,0.0,0.0,0,0
13,CASH_IN,222884.61,C1532378745,5714689.85,5937574.46,C742335258,1057746.68,834862.07,0,0
17,TRANSFER,1689740.08,C315323521,31737.0,0.0,C814716597,4005.0,1595477.98,0,0
13,PAYMENT,9243.72,C1699262384,33511.0,24267.28,M1955385905,0.0,0.0,0,0
9,CASH_IN,130883.25,C876948425,118192.0,249075.25,C1944717592,105926.0,1086621.23,0,0
10,TRANSFER,819205.12,C804139252,0.0,0.0,C1067360446,1650773.12,3020095.23,0,0
14,PAYMENT,4471.86,C820114117,206322.0,201850.14,M1867225725,0.0,0.0,0,0
17,CASH_OUT,190397.86,C130439236,0.0,0.0,C257884050,3869437.67,3751318.23,0,0
13,PAYMENT,2211.45,C549417496,30732.0,28520.55,M1587852846,0.0,0.0,0,0
11,TRANSFER,1218960.93,C1683946141,0.0,0.0,C2104809432,1937304.95,3156265.88,0,0
8,PAYMENT,1351.67,C1336077392,78933.0,77581.33,M902885640,0.0,0.0,0,0
17,CASH_OUT,68560.08,C1055445639,0.0,0.0,C1583920143,649678.47,718238.55,0,0
13,TRANSFER,652728.35,C1184090831,0.0,0.0,C987060415,3082119.36,6632427.74,0,0
13,CASH_OUT,375623.6,C99406430,14242.0,0.0,C1835433971,965067.58,1340691.18,0,0
15,PAYMENT,11657.48,C1854749865,56445.0,44787.52,M2085844923,0.0,0.0,0,0
13,PAYMENT,15141.21,C1505570680,242279.26,227138.05,M635898922,0.0,0.0,0,0
8,CASH_IN,376288.46,C614362455,25548.0,401836.46,C294252921,1165923.35,789634.89,0,0
15,CASH_OUT,115012.71,C1045217209,11096.0,0.0,C1062374131,160640.11,465693.39,0,0
9,PAYMENT,24715.7,C246859842,665860.4,641144.7,M2050297937,0.0,0.0,0,0
15,CASH_IN,86458.1,C898633555,2046470.6,2132928.71,C1428469551,1012872.25,926414.15,0,0
16,CASH_OUT,309229.0,C935378902,322.0,0.0,C1562558337,3677356.42,3986585.42,0,0
15,CASH_OUT,77487.73,C1561541945,174942.95,97455.21,C775514090,931516.68,1009004.42,0,0
11,CASH_IN,141452.89,C447699309,434788.03,576240.92,C1825243291,1385047.51,1243594.62,0,0
12,CASH_OUT,307780.44,C460973392,0.0,0.0,C1110643142,976803.0,1311177.93,0,0
13,CASH_IN,80157.72,C589836243,224831.98,304989.7,C1687128303,1537978.69,1983582.2,0,0
12,PAYMENT,1590.99,C1554325270,0.0,0.0,M39237781,0.0,0.0,0,0
16,CASH_OUT,305339.72,C653694166,31050.0,0.0,C1344711400,0.0,305339.72,0,0
10,CASH_IN,100871.71,C2063740878,51220.0,152091.71,C47316902,49616.0,9177.45,0,0
15,CASH_OUT,82233.21,C534317491,0.0,0.0,C1349442170,195904.56,278137.77,0,0
8,CASH_IN,152193.22,C1294616408,6698852.82,6851046.04,C1059781259,13767442.96,14400728.09,0,0
17,PAYMENT,10050.94,C854400984,41391.0,31340.06,M130179516,0.0,0.0,0,0
14,CASH_OUT,316136.26,C1371463314,1548102.41,1231966.15,C1978138678,0.0,216043.18,0,0
15,CASH_OUT,11012.76,C573600811,0.0,0.0,C1174190314,243878.05,254890.81,0,0
16,CASH_OUT,281962.09,C1854317781,152.0,0.0,C80361763,1207564.06,1489526.15,0,0
17,CASH_OUT,352953.42,C360736439,303175.44,0.0,C839410574,0.0,352953.42,0,0
9,CASH_OUT,250641.43,C1511737305,0.0,0.0,C814900611,6179424.53,6061181.01,0,0
15,PAYMENT,2878.33,C815743364,0.0,0.0,M376278516,0.0,0.0,0,0
8,CASH_OUT,62065.01,C1679608950,0.0,0.0,C425298744,98205.86,0.0,0,0
16,PAYMENT,8099.54,C1981937581,92864.0,84764.46,M1964056711,0.0,0.0,0,0
12,CASH_OUT,520066.99,C1770052441,115002.0,0.0,C1654688663,811301.57,1556594.01,0,0
17,PAYMENT,9321.24,C1551964332,235791.76,226470.52,M628685435,0.0,0.0,0,0
10,PAYMENT,4549.65,C839065964,500020.0,495470.35,M1685640680,0.0,0.0,0,0
11,PAYMENT,14086.87,C880449317,0.0,0.0,M760635670,0.0,0.0,0,0
17,PAYMENT,16997.01,C680900243,202431.0,185433.99,M545003196,0.0,0.0,0,0
17,PAYMENT,6364.47,C935910334,2311.0,0.0,M1197991301,0.0,0.0,0,0
10,PAYMENT,7086.27,C933448471,28492.94,21406.67,M1401719615,0.0,0.0,0,0
7,PAYMENT,17126.69,C2023156074,8146.0,0.0,M1313152922,0.0,0.0,0,0
17,CASH_OUT,339333.27,C2091942958,69919.0,0.0,C346880788,866341.57,1205674.84,0,0
16,CASH_OUT,465452.39,C2100747385,5563.0,0.0,C1998263597,294584.36,727488.58,0,0
11,TRANSFER,632381.6,C1727012369,1749.0,0.0,C813515457,73012.61,575468.31,0,0
9,CASH_IN,106742.92,C91704588,7029.0,113771.92,C574367055,412740.36,0.0,0,0
17,CASH_OUT,98893.79,C1587252955,0.0,0.0,C1691645505,311166.58,410060.37,0,0
17,CASH_OUT,461239.11,C729180843,0.0,0.0,C776379422,479221.76,940460.86,0,0
15,CASH_IN,433982.97,C34711512,9144679.65,9578662.62,C467105520,1227352.94,714552.65,0,0
14,PAYMENT,7862.65,C1227771317,10500.0,2637.35,M848636898,0.0,0.0,0,0
16,CASH_OUT,461045.29,C849137117,551.0,0.0,C1563234817,567581.71,1028626.99,0,0
15,CASH_OUT,116297.62,C1855482884,0.0,0.0,C586793479,662518.63,1035953.11,0,0
14,TRANSFER,130856.21,C679834436,3474.0,0.0,C1626386250,608140.18,738996.39,0,0
13,CASH_OUT,58278.85,C68469699,46418.0,0.0,C940951814,0.0,373018.04,0,0
16,CASH_OUT,357537.09,C384047729,0.0,0.0,C2010658112,465717.24,964561.4,0,0
12,PAYMENT,50716.69,C731425103,0.0,0.0,M1852342008,0.0,0.0,0,0
17,TRANSFER,323964.04,C967733061,0.0,0.0,C2091862628,392965.73,1217091.82,0,0
10,CASH_OUT,227499.87,C501762770,0.0,0.0,C1063418068,1080803.52,959666.54,0,0
10,CASH_OUT,94414.38,C339899145,0.0,0.0,C894604003,450028.21,188662.76,0,0
15,CASH_IN,52676.99,C1120529277,7860211.02,7912888.01,C920011586,1938116.47,2030135.57,0,0
15,CASH_OUT,365714.17,C377251390,3482.0,0.0,C976271417,478793.95,844508.12,0,0
13,CASH_OUT,141893.04,C504494635,10518.0,0.0,C2037292665,10122.0,152015.04,0,0
11,CASH_IN,63828.3,C1868398338,10302633.92,10366462.22,C439078113,5139825.95,5075997.65,0,0
17,PAYMENT,5160.17,C1258914821,0.0,0.0,M1932171734,0.0,0.0,0,0
13,CASH_OUT,115671.44,C529009355,34172.0,0.0,C1323056868,0.0,115671.44,0,0
17,CASH_OUT,107920.89,C1079521476,31876.07,0.0,C748997881,0.0,107920.89,0,0
17,CASH_OUT,84262.06,C1186560501,0.0,0.0,C789828788,2561901.83,2646163.89,0,0
17,CASH_OUT,227619.19,C1915444969,577.0,0.0,C88764166,664631.42,892250.6,0,0
8,PAYMENT,5456.33,C1983300267,41950.0,36493.67,M432054553,0.0,0.0,0,0
14,CASH_IN,19822.56,C193005227,10100.0,29922.56,C795248956,582915.0,610163.45,0,0
15,CASH_OUT,205609.45,C1261376798,0.0,0.0,C1052951038,3001716.68,2783640.35,0,0
8,CASH_IN,447818.48,C1398334494,21850.0,469668.48,C1587143371,77922.92,72042.92,0,0
11,CASH_OUT,2165.27,C272770773,24835.21,22669.94,C1284879016,0.0,2165.27,0,0
17,CASH_OUT,176910.35,C784743847,0.0,0.0,C1383657072,203986.9,380897.25,0,0
11,CASH_OUT,72191.39,C43745393,0.0,0.0,C295067092,137847.3,0.0,0,0
16,PAYMENT,603.45,C403896958,156150.0,155546.55,M1364790629,0.0,0.0,0,0
11,PAYMENT,6644.66,C936826800,0.0,0.0,M725103495,0.0,0.0,0,0
10,PAYMENT,24017.2,C1860144549,15524.0,0.0,M503293543,0.0,0.0,0,0
8,CASH_OUT,8434.08,C2035219699,30065.0,21630.92,C1562946595,0.0,0.0,0,0
15,PAYMENT,5485.28,C1667013791,19265.3,13780.03,M1010822017,0.0,0.0,0,0
11,CASH_OUT,1686.07,C556356594,0.0,0.0,C1709797662,83862.83,85548.9,0,0
11,CASH_IN,192835.68,C884493995,8048536.59,8241372.27,C200785834,761241.83,804356.34,0,0
17,CASH_IN,121258.33,C522552309,8750262.95,8871521.28,C615274490,908483.92,787225.59,0,0
15,CASH_IN,362228.68,C676737444,182235.0,544463.68,C121368801,11153.0,0.0,0,0
13,PAYMENT,3634.97,C1753498475,0.0,0.0,M923033812,0.0,0.0,0,0
10,CASH_OUT,472689.52,C341030611,195.0,0.0,C1210434315,0.0,472689.52,0,0
15,CASH_IN,300280.77,C1039339219,4354424.61,4654705.38,C213632991,6774332.99,6474052.22,0,0
16,TRANSFER,11019.07,C494334948,0.0,0.0,C1831076469,50368.0,61387.07,0,0
14,PAYMENT,15083.82,C1256097162,0.0,0.0,M299648320,0.0,0.0,0,0
8,CASH_OUT,71833.22,C664641537,0.0,0.0,C1842297286,417437.04,0.0,0,0
9,PAYMENT,38469.36,C786526579,5132.0,0.0,M1839225977,0.0,0.0,0,0
15,PAYMENT,11064.08,C747558631,0.0,0.0,M567741572,0.0,0.0,0,0
11,PAYMENT,18546.2,C1339864178,46894.0,28347.8,M223525029,0.0,0.0,0,0
16,PAYMENT,13690.31,C2113698680,0.0,0.0,M1086339348,0.0,0.0,0,0
7,PAYMENT,2548.85,C1927322214,7207.24,4658.38,M2048999860,0.0,0.0,0,0
12,PAYMENT,12228.39,C1301193106,0.0,0.0,M492739697,0.0,0.0,0,0
11,CASH_OUT,440563.23,C1426588877,30374.49,0.0,C1263029427,791925.57,2317773.97,0,0
16,PAYMENT,1700.71,C1168693219,0.0,0.0,M1395486479,0.0,0.0,0,0
9,CASH_OUT,443039.59,C1319458889,8050.0,0.0,C915177394,109714.68,994676.71,0,0
14,PAYMENT,9663.63,C678788716,0.0,0.0,M1495284191,0.0,0.0,0,0
15,PAYMENT,10685.14,C2085844227,0.0,0.0,M1021390227,0.0,0.0,0,0
14,CASH_OUT,280622.93,C1939769080,33450.0,0.0,C175382361,202796.67,998441.8,0,0
10,CASH_OUT,61224.39,C1609300541,50063.0,0.0,C349421288,650234.72,711459.11,0,0
10,CASH_OUT,137284.76,C2128637196,27057.0,0.0,C295081230,2285180.27,2153055.34,0,0
14,PAYMENT,16820.56,C228704236,178817.25,161996.68,M1056804369,0.0,0.0,0,0
13,CASH_IN,28975.36,C1340527628,4989041.69,5018017.06,C407660388,139795.87,70653.15,0,0
11,CASH_OUT,63938.64,C2021147872,0.0,0.0,C1762106624,705685.91,769624.55,0,0
16,CASH_IN,103560.5,C2116290421,48254.0,151814.5,C374740213,1589233.92,1562665.08,0,0
18,PAYMENT,13747.68,C1179774562,246508.79,232761.11,M2091143737,0.0,0.0,0,0
15,CASH_OUT,44762.84,C57346862,0.0,0.0,C1531329088,13355720.88,12966268.76,0,0
13,TRANSFER,357893.47,C1044272158,0.0,0.0,C865922491,3795956.42,4215045.95,0,0
10,CASH_OUT,240297.53,C1569864702,34186.0,0.0,C229556811,4885.0,16132.87,0,0
17,TRANSFER,2197504.55,C880205665,51440.0,0.0,C1131748417,0.0,2197504.55,0,0
15,CASH_OUT,368289.4,C925370486,106982.0,0.0,C2140532987,500207.92,872277.9,0,0
13,PAYMENT,17307.24,C1186599056,3038.0,0.0,M2010370090,0.0,0.0,0,0
7,CASH_OUT,146071.73,C95162408,2292.0,0.0,C803116137,18188038.57,23768107.88,0,0
10,CASH_OUT,407648.04,C1465119974,44073.63,0.0,C560041895,617581.02,1025229.06,0,0
7,PAYMENT,14902.27,C1110242894,21471.0,6568.73,M1490600709,0.0,0.0,0,0
11,CASH_IN,760746.18,C1601884127,30875.0,791621.18,C2100440237,648572.31,0.0,0,0
16,CASH_IN,137137.47,C1199106879,16153.0,153290.47,C471769054,0.0,0.0,0,0
12,PAYMENT,598.73,C181335541,0.0,0.0,M2069049291,0.0,0.0,0,0
13,CASH_OUT,95922.28,C224689682,0.0,0.0,C655702946,716008.08,1075354.91,0,0
12,CASH_OUT,157541.1,C233779295,0.0,0.0,C2032924554,14918899.17,15076440.27,0,0
